psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
52	4	0	0	0	0	0	0	+	OsN22RS2_02T0362300.1	417	115	171	LOC_Os02g12510	1143	702	758	1	56,	115,	702,
51	2	0	0	1	15	1	8	-	OsN22RS2_02T0362300.1	417	83	151	LOC_Os06g31300.1	1113	935	996	2	39,14,	266,320,	935,982,
51	2	0	0	1	15	1	8	-	OsN22RS2_02T0362300.1	417	83	151	LOC_Os06g31300	1113	935	996	2	39,14,	266,320,	935,982,
52	3	0	0	0	0	0	0	-	OsN22RS2_02T0037400.1	309	11	66	LOC_Os04g32210.1	1193	518	573	1	55,	243,	518,
52	3	0	0	0	0	0	0	-	OsN22RS2_02T0037400.1	309	11	66	LOC_Os04g32210	1193	518	573	1	55,	243,	518,
35	2	0	0	0	0	0	0	+	OsN22RS2_02T0149500.1	1131	214	251	LOC_Os12g03050.1	1632	304	341	1	37,	214,	304,
35	2	0	0	0	0	0	0	+	OsN22RS2_02T0149500.1	1131	214	251	LOC_Os12g03050	1632	304	341	1	37,	214,	304,
1118	4	0	0	2	9	0	0	+	OsN22RS2_02T0149500.1	1131	0	1131	LOC_Os02g36880.4	1501	161	1283	3	16,503,603,	0,22,528,	161,177,680,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.1	1131	0	1131	LOC_Os02g36880.3	1425	59	1184	2	16,1109,	0,22,	59,75,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.1	1131	0	1131	LOC_Os02g36880.2	1527	161	1286	2	16,1109,	0,22,	161,177,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.1	1131	0	1131	LOC_Os02g36880.1	1431	65	1190	2	16,1109,	0,22,	65,81,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.1	1131	0	1131	LOC_Os02g36880	1431	65	1190	2	16,1109,	0,22,	65,81,
35	2	0	0	0	0	0	0	+	OsN22RS2_02T0149500.2	1131	214	251	LOC_Os12g03050.1	1632	304	341	1	37,	214,	304,
35	2	0	0	0	0	0	0	+	OsN22RS2_02T0149500.2	1131	214	251	LOC_Os12g03050	1632	304	341	1	37,	214,	304,
1118	4	0	0	2	9	0	0	+	OsN22RS2_02T0149500.2	1131	0	1131	LOC_Os02g36880.4	1501	161	1283	3	16,503,603,	0,22,528,	161,177,680,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.2	1131	0	1131	LOC_Os02g36880.3	1425	59	1184	2	16,1109,	0,22,	59,75,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.2	1131	0	1131	LOC_Os02g36880.2	1527	161	1286	2	16,1109,	0,22,	161,177,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.2	1131	0	1131	LOC_Os02g36880.1	1431	65	1190	2	16,1109,	0,22,	65,81,
1121	4	0	0	1	6	0	0	+	OsN22RS2_02T0149500.2	1131	0	1131	LOC_Os02g36880	1431	65	1190	2	16,1109,	0,22,	65,81,
100	4	0	0	3	320	4	643	+	OsN22RS2_02T0149600.1	1029	0	424	LOC_Os12g07640.1	1290	265	1012	5	28,4,23,34,15,	0,45,49,298,409,	265,306,311,560,997,
100	4	0	0	3	320	4	643	+	OsN22RS2_02T0149600.1	1029	0	424	LOC_Os12g07640	1290	265	1012	5	28,4,23,34,15,	0,45,49,298,409,	265,306,311,560,997,
542	29	0	0	5	346	4	394	+	OsN22RS2_02T0149600.1	1029	0	917	LOC_Os04g38740.1	1570	259	1224	6	31,352,19,96,40,33,	0,34,417,452,583,884,	259,290,685,717,890,1191,
542	29	0	0	5	346	4	394	+	OsN22RS2_02T0149600.1	1029	0	917	LOC_Os04g38740	1570	259	1224	6	31,352,19,96,40,33,	0,34,417,452,583,884,	259,290,685,717,890,1191,
65	2	0	0	2	110	1	110	+	OsN22RS2_02T0149600.1	1029	150	327	LOC_Os03g20090.1	1758	480	657	3	35,8,24,	150,281,303,	480,625,633,
65	2	0	0	2	110	1	110	+	OsN22RS2_02T0149600.1	1029	150	327	LOC_Os03g20090	1758	480	657	3	35,8,24,	150,281,303,	480,625,633,
1028	1	0	0	0	0	0	0	+	OsN22RS2_02T0149600.1	1029	0	1029	LOC_Os02g36890.1	1297	0	1029	1	1029,	0,	0,
1028	1	0	0	0	0	0	0	+	OsN22RS2_02T0149600.1	1029	0	1029	LOC_Os02g36890	1297	0	1029	1	1029,	0,	0,
32	1	0	0	0	0	0	0	+	OsN22RS2_02T0149600.1	1029	297	330	LOC_Os01g36460.1	1498	333	366	1	33,	297,	333,
32	1	0	0	0	0	0	0	+	OsN22RS2_02T0149600.1	1029	297	330	LOC_Os01g36460	1498	333	366	1	33,	297,	333,
218	12	0	0	2	32	1	32	+	OsN22RS2_02T0362400.1	693	0	262	LOC_Os04g38770.1	527	227	489	3	194,7,29,	0,223,233,	227,453,460,
218	12	0	0	2	32	1	32	+	OsN22RS2_02T0362400.1	693	0	262	LOC_Os04g38770	527	227	489	3	194,7,29,	0,223,233,	227,453,460,
689	4	0	0	0	0	2	15	+	OsN22RS2_02T0362400.1	693	0	693	LOC_Os02g36924.1	1085	282	990	3	260,52,381,	0,260,312,	282,553,609,
689	4	0	0	0	0	2	15	+	OsN22RS2_02T0362400.1	693	0	693	LOC_Os02g36924	1085	282	990	3	260,52,381,	0,260,312,	282,553,609,
485	4	0	0	0	0	0	0	+	OsN22RS2_02T0149700.1	489	0	489	LOC_Os02g36940.1	1134	249	738	1	489,	0,	249,
485	4	0	0	0	0	0	0	+	OsN22RS2_02T0149700.1	489	0	489	LOC_Os02g36940	1134	249	738	1	489,	0,	249,
38	2	0	0	0	0	0	0	+	OsN22RS2_02T0149800.1	666	449	489	LOC_Os10g02300.3	902	437	477	1	40,	449,	437,
38	2	0	0	0	0	0	0	+	OsN22RS2_02T0149800.1	666	449	489	LOC_Os10g02300.2	894	437	477	1	40,	449,	437,
564	3	0	0	2	24	1	16	+	OsN22RS2_02T0149800.1	666	75	666	LOC_Os02g36950.2	1026	0	583	4	59,51,375,82,	75,134,191,584,	0,75,126,501,
582	3	0	0	1	6	1	16	+	OsN22RS2_02T0149800.1	666	75	666	LOC_Os02g36950.1	1044	0	601	3	59,51,475,	75,134,191,	0,75,126,
582	3	0	0	1	6	1	16	+	OsN22RS2_02T0149800.1	666	75	666	LOC_Os02g36950	1044	0	601	3	59,51,475,	75,134,191,	0,75,126,
38	2	0	0	0	0	0	0	+	OsN22RS2_02T0149800.2	648	449	489	LOC_Os10g02300.3	902	437	477	1	40,	449,	437,
38	2	0	0	0	0	0	0	+	OsN22RS2_02T0149800.2	648	449	489	LOC_Os10g02300.2	894	437	477	1	40,	449,	437,
564	3	0	0	1	6	1	16	+	OsN22RS2_02T0149800.2	648	75	648	LOC_Os02g36950.2	1026	0	583	3	59,51,457,	75,134,191,	0,75,126,
564	3	0	0	1	6	2	34	+	OsN22RS2_02T0149800.2	648	75	648	LOC_Os02g36950.1	1044	0	601	4	59,51,374,83,	75,134,191,565,	0,75,126,518,
564	3	0	0	1	6	2	34	+	OsN22RS2_02T0149800.2	648	75	648	LOC_Os02g36950	1044	0	601	4	59,51,374,83,	75,134,191,565,	0,75,126,518,
1362	2	0	0	1	3	0	0	+	OsN22RS2_02T0362900.1	1623	0	1367	LOC_Os02g36960.2	1582	158	1522	2	11,1353,	0,14,	158,169,
1561	3	0	0	1	3	0	0	+	OsN22RS2_02T0362900.1	1623	0	1567	LOC_Os02g36960.1	2107	158	1722	2	11,1553,	0,14,	158,169,
1561	3	0	0	1	3	0	0	+	OsN22RS2_02T0362900.1	1623	0	1567	LOC_Os02g36960	2107	158	1722	2	11,1553,	0,14,	158,169,
582	0	0	0	1	207	0	0	+	OsN22RS2_02T0149900.1	789	0	789	LOC_Os02g36974.6	1240	78	660	2	72,510,	0,279,	78,150,
611	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.1	789	0	613	LOC_Os02g36974.5	1152	101	714	1	613,	0,	101,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.1	789	0	789	LOC_Os02g36974.4	1434	65	854	1	789,	0,	65,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.1	789	0	789	LOC_Os02g36974.3	2659	1290	2079	1	789,	0,	1290,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.1	789	0	789	LOC_Os02g36974.2	1470	101	890	1	789,	0,	101,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.1	789	0	789	LOC_Os02g36974.1	1447	78	867	1	789,	0,	78,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.1	789	0	789	LOC_Os02g36974	1447	78	867	1	789,	0,	78,
582	0	0	0	1	207	0	0	+	OsN22RS2_02T0149900.3	789	0	789	LOC_Os02g36974.6	1240	78	660	2	72,510,	0,279,	78,150,
611	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.3	789	0	613	LOC_Os02g36974.5	1152	101	714	1	613,	0,	101,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.3	789	0	789	LOC_Os02g36974.4	1434	65	854	1	789,	0,	65,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.3	789	0	789	LOC_Os02g36974.3	2659	1290	2079	1	789,	0,	1290,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.3	789	0	789	LOC_Os02g36974.2	1470	101	890	1	789,	0,	101,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.3	789	0	789	LOC_Os02g36974.1	1447	78	867	1	789,	0,	78,
787	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.3	789	0	789	LOC_Os02g36974	1447	78	867	1	789,	0,	78,
602	0	0	0	1	207	0	0	+	OsN22RS2_02T0149900.2	1452	643	1452	LOC_Os02g36974.6	1240	58	660	2	92,510,	643,942,	58,150,
631	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.2	1452	643	1276	LOC_Os02g36974.5	1152	81	714	1	633,	643,	81,
807	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.2	1452	643	1452	LOC_Os02g36974.4	1434	45	854	1	809,	643,	45,
1433	4	0	0	1	15	2	547	+	OsN22RS2_02T0149900.2	1452	0	1452	LOC_Os02g36974.3	2659	95	2079	4	61,527,41,808,	0,61,603,644,	95,162,689,1271,
807	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.2	1452	643	1452	LOC_Os02g36974.2	1470	81	890	1	809,	643,	81,
807	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.2	1452	643	1452	LOC_Os02g36974.1	1447	58	867	1	809,	643,	58,
807	2	0	0	0	0	0	0	+	OsN22RS2_02T0149900.2	1452	643	1452	LOC_Os02g36974	1447	58	867	1	809,	643,	58,
34	0	0	0	0	0	0	0	+	OsN22RS2_02T0037600.1	612	260	294	LOC_Os11g09160.1	1944	381	415	1	34,	260,	381,
34	0	0	0	0	0	0	0	+	OsN22RS2_02T0037600.1	612	260	294	LOC_Os11g09160	1944	381	415	1	34,	260,	381,
599	1	0	0	1	12	0	0	+	OsN22RS2_02T0037600.1	612	0	612	LOC_Os02g36990.1	1116	169	769	2	255,345,	0,267,	169,424,
599	1	0	0	1	12	0	0	+	OsN22RS2_02T0037600.1	612	0	612	LOC_Os02g36990	1116	169	769	2	255,345,	0,267,	169,424,
39	1	0	0	1	6	0	0	+	OsN22RS2_02T0037600.1	612	276	322	LOC_Os01g26930.1	3855	3603	3643	2	34,6,	276,316,	3603,3637,
39	1	0	0	1	6	0	0	+	OsN22RS2_02T0037600.1	612	276	322	LOC_Os01g26930	3855	3603	3643	2	34,6,	276,316,	3603,3637,
65	2	0	0	2	8	0	0	+	OsN22RS2_02T0037600.1	612	247	322	LOC_Os01g23130.1	3795	3522	3589	3	6,55,6,	247,255,316,	3522,3528,3583,
65	2	0	0	2	8	0	0	+	OsN22RS2_02T0037600.1	612	247	322	LOC_Os01g23130	3795	3522	3589	3	6,55,6,	247,255,316,	3522,3528,3583,
846	3	0	0	0	0	0	0	+	OsN22RS2_02T0037500.1	849	0	849	LOC_Os02g37000.1	1123	62	911	1	849,	0,	62,
846	3	0	0	0	0	0	0	+	OsN22RS2_02T0037500.1	849	0	849	LOC_Os02g37000	1123	62	911	1	849,	0,	62,
1546	5	0	0	0	0	0	0	+	OsN22RS2_02T0150100.1	1557	6	1557	LOC_Os02g37010.1	1652	0	1551	1	1551,	6,	0,
1546	5	0	0	0	0	0	0	+	OsN22RS2_02T0150100.1	1557	6	1557	LOC_Os02g37010	1652	0	1551	1	1551,	6,	0,
1789	5	0	0	0	0	1	140	+	OsN22RS2_02T0362600.1	1794	0	1794	LOC_Os02g37020.1	2334	168	2102	2	1722,72,	0,1722,	168,2030,
1789	5	0	0	0	0	1	140	+	OsN22RS2_02T0362600.1	1794	0	1794	LOC_Os02g37020	2334	168	2102	2	1722,72,	0,1722,	168,2030,
1049	4	0	0	1	33	1	6	+	OsN22RS2_02T0150200.1	1086	0	1086	LOC_Os02g37030.1	1558	166	1225	3	68,68,917,	0,68,169,	166,240,308,
1049	4	0	0	1	33	1	6	+	OsN22RS2_02T0150200.1	1086	0	1086	LOC_Os02g37030	1558	166	1225	3	68,68,917,	0,68,169,	166,240,308,
72	2	0	0	2	407	3	407	+	OsN22RS2_02T0150300.1	2001	695	1176	LOC_Os05g27010.1	1696	170	651	4	23,10,14,27,	695,752,1135,1149,	170,227,595,624,
72	2	0	0	2	407	3	407	+	OsN22RS2_02T0150300.1	2001	695	1176	LOC_Os05g27010	1696	170	651	4	23,10,14,27,	695,752,1135,1149,	170,227,595,624,
2607	7	0	0	3	320	1	128	+	OsN22RS2_02T0362700.1	3054	120	3054	LOC_Os02g37050.1	3179	0	2742	5	414,157,258,76,1709,	120,534,726,1202,1345,	0,542,699,957,1033,
2607	7	0	0	3	320	1	128	+	OsN22RS2_02T0362700.1	3054	120	3054	LOC_Os02g37050	3179	0	2742	5	414,157,258,76,1709,	120,534,726,1202,1345,	0,542,699,957,1033,
2729	7	0	0	0	0	1	6	+	OsN22RS2_02T0362700.2	2856	120	2856	LOC_Os02g37050.1	3179	0	2742	2	415,2321,	120,535,	0,421,
2729	7	0	0	0	0	1	6	+	OsN22RS2_02T0362700.2	2856	120	2856	LOC_Os02g37050	3179	0	2742	2	415,2321,	120,535,	0,421,
345	1	0	0	0	0	0	0	+	OsN22RS2_02T0362800.1	537	0	346	LOC_Os02g37060.1	767	84	430	1	346,	0,	84,
345	1	0	0	0	0	0	0	+	OsN22RS2_02T0362800.1	537	0	346	LOC_Os02g37060	767	84	430	1	346,	0,	84,
243	0	0	0	0	0	0	0	+	OsN22RS2_02T0037700.1	243	0	243	LOC_Os02g37070.1	760	149	392	1	243,	0,	149,
243	0	0	0	0	0	0	0	+	OsN22RS2_02T0037700.1	243	0	243	LOC_Os02g37070	760	149	392	1	243,	0,	149,
184	12	0	0	2	5	2	22	+	OsN22RS2_02T0505200.1	297	1	202	LOC_Os03g12970.1	234	5	223	3	41,32,123,	1,43,79,	5,49,100,
184	12	0	0	2	5	2	22	+	OsN22RS2_02T0505200.1	297	1	202	LOC_Os03g12970	234	5	223	3	41,32,123,	1,43,79,	5,49,100,
943	2	0	0	0	0	1	21	+	OsN22RS2_02T0150400.1	945	0	945	LOC_Os02g37080.2	1607	178	1144	2	715,230,	0,715,	178,914,
928	2	0	0	1	15	0	0	+	OsN22RS2_02T0150400.1	945	0	945	LOC_Os02g37080.1	1571	178	1108	2	716,214,	0,731,	178,894,
928	2	0	0	1	15	0	0	+	OsN22RS2_02T0150400.1	945	0	945	LOC_Os02g37080	1571	178	1108	2	716,214,	0,731,	178,894,
928	2	0	0	0	0	1	36	+	OsN22RS2_02T0150400.2	930	0	930	LOC_Os02g37080.2	1607	178	1144	2	716,214,	0,716,	178,930,
928	2	0	0	0	0	0	0	+	OsN22RS2_02T0150400.2	930	0	930	LOC_Os02g37080.1	1571	178	1108	1	930,	0,	178,
928	2	0	0	0	0	0	0	+	OsN22RS2_02T0150400.2	930	0	930	LOC_Os02g37080	1571	178	1108	1	930,	0,	178,
746	2	0	0	1	65	1	218	+	OsN22RS2_02T0150400.3	813	0	813	LOC_Os02g37080.2	1607	178	1144	2	716,32,	0,781,	178,1112,
746	2	0	0	1	65	1	182	+	OsN22RS2_02T0150400.3	813	0	813	LOC_Os02g37080.1	1571	178	1108	2	716,32,	0,781,	178,1076,
746	2	0	0	1	65	1	182	+	OsN22RS2_02T0150400.3	813	0	813	LOC_Os02g37080	1571	178	1108	2	716,32,	0,781,	178,1076,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.1	5154	4193	5154	LOC_Os02g37090.1	1642	0	1201	3	73,789,99,	4193,4266,5055,	0,254,1102,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.1	5154	4193	5154	LOC_Os02g37090	1642	0	1201	3	73,789,99,	4193,4266,5055,	0,254,1102,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.2	3615	2654	3615	LOC_Os02g37090.1	1642	0	1201	3	73,789,99,	2654,2727,3516,	0,254,1102,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.2	3615	2654	3615	LOC_Os02g37090	1642	0	1201	3	73,789,99,	2654,2727,3516,	0,254,1102,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.3	5061	4100	5061	LOC_Os02g37090.1	1642	0	1201	3	73,789,99,	4100,4173,4962,	0,254,1102,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.3	5061	4100	5061	LOC_Os02g37090	1642	0	1201	3	73,789,99,	4100,4173,4962,	0,254,1102,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.4	4803	3842	4803	LOC_Os02g37090.1	1642	0	1201	3	73,789,99,	3842,3915,4704,	0,254,1102,
957	4	0	0	0	0	2	240	+	OsN22RS2_02T0363000.4	4803	3842	4803	LOC_Os02g37090	1642	0	1201	3	73,789,99,	3842,3915,4704,	0,254,1102,
317	1	0	0	0	0	0	0	+	OsN22RS2_02T0150500.1	318	0	318	LOC_Os02g37100.1	657	112	430	1	318,	0,	112,
317	1	0	0	0	0	0	0	+	OsN22RS2_02T0150500.1	318	0	318	LOC_Os02g37100	657	112	430	1	318,	0,	112,
1405	2	0	0	0	0	0	0	+	OsN22RS2_02T0037800.1	1407	0	1407	LOC_Os02g37120.2	2293	531	1938	1	1407,	0,	531,
1405	2	0	0	0	0	0	0	+	OsN22RS2_02T0037800.1	1407	0	1407	LOC_Os02g37120.1	2151	389	1796	1	1407,	0,	389,
1405	2	0	0	0	0	0	0	+	OsN22RS2_02T0037800.1	1407	0	1407	LOC_Os02g37120	2151	389	1796	1	1407,	0,	389,
1255	2	0	0	1	15	2	51	+	OsN22RS2_02T0363100.1	1503	231	1503	LOC_Os02g37130.3	1759	32	1340	4	125,106,178,848,	231,356,462,655,	32,167,314,492,
1040	2	0	0	0	0	0	0	+	OsN22RS2_02T0363100.1	1503	461	1503	LOC_Os02g37130.2	2064	581	1623	1	1042,	461,	581,
1270	2	0	0	0	0	2	51	+	OsN22RS2_02T0363100.1	1503	231	1503	LOC_Os02g37130.1	1796	32	1355	3	125,106,1041,	231,356,462,	32,167,314,
1270	2	0	0	0	0	2	51	+	OsN22RS2_02T0363100.1	1503	231	1503	LOC_Os02g37130	1796	32	1355	3	125,106,1041,	231,356,462,	32,167,314,
1255	2	0	0	0	0	2	51	+	OsN22RS2_02T0363100.2	1488	231	1488	LOC_Os02g37130.3	1759	32	1340	3	125,106,1026,	231,356,462,	32,167,314,
1025	2	0	0	0	0	1	15	+	OsN22RS2_02T0363100.2	1488	461	1488	LOC_Os02g37130.2	2064	581	1623	2	179,848,	461,640,	581,775,
1255	2	0	0	0	0	3	66	+	OsN22RS2_02T0363100.2	1488	231	1488	LOC_Os02g37130.1	1796	32	1355	4	125,106,178,848,	231,356,462,640,	32,167,314,507,
1255	2	0	0	0	0	3	66	+	OsN22RS2_02T0363100.2	1488	231	1488	LOC_Os02g37130	1796	32	1355	4	125,106,178,848,	231,356,462,640,	32,167,314,507,
951	6	0	0	0	0	3	1715	+	OsN22RS2_02T0505300.1	957	0	957	LOC_Os02g37140.2	3506	193	2865	4	902,25,3,27,	0,902,927,930,	193,2240,2597,2838,
906	6	0	0	0	0	1	359	+	OsN22RS2_02T0505300.1	957	0	912	LOC_Os02g37140.1	3511	193	1464	2	902,10,	0,902,	193,1454,
906	6	0	0	0	0	1	359	+	OsN22RS2_02T0505300.1	957	0	912	LOC_Os02g37140	3511	193	1464	2	902,10,	0,902,	193,1454,
191	11	0	0	2	82	1	16	-	OsN22RS2_02T0505300.1	957	56	340	LOC_Os05g08760.1	402	71	289	3	73,25,104,	617,706,797,	71,144,185,
191	11	0	0	2	82	1	16	-	OsN22RS2_02T0505300.1	957	56	340	LOC_Os05g08760	402	71	289	3	73,25,104,	617,706,797,	71,144,185,
591	14	0	0	0	0	0	0	+	OsN22RS2_02T0363200.1	711	106	711	LOC_Os02g37150.2	1078	40	645	1	605,	106,	40,
695	16	0	0	0	0	0	0	+	OsN22RS2_02T0363200.1	711	0	711	LOC_Os02g37150.1	1251	107	818	1	711,	0,	107,
695	16	0	0	0	0	0	0	+	OsN22RS2_02T0363200.1	711	0	711	LOC_Os02g37150	1251	107	818	1	711,	0,	107,
41	1	0	0	1	4	0	0	+	OsN22RS2_02T0363300.2	741	603	649	LOC_Os06g43090.1	1376	515	557	2	31,11,	603,638,	515,546,
41	1	0	0	1	4	0	0	+	OsN22RS2_02T0363300.2	741	603	649	LOC_Os06g43090	1376	515	557	2	31,11,	603,638,	515,546,
39	0	0	0	1	11	1	5	+	OsN22RS2_02T0363300.2	741	581	631	LOC_Os03g07640.1	630	244	288	2	14,25,	581,606,	244,263,
39	0	0	0	1	11	1	5	+	OsN22RS2_02T0363300.2	741	581	631	LOC_Os03g07640	630	244	288	2	14,25,	581,606,	244,263,
735	6	0	0	0	0	0	0	+	OsN22RS2_02T0363300.2	741	0	741	LOC_Os02g37160.1	1238	194	935	1	741,	0,	194,
735	6	0	0	0	0	0	0	+	OsN22RS2_02T0363300.2	741	0	741	LOC_Os02g37160	1238	194	935	1	741,	0,	194,
71	1	0	0	2	8	2	18	+	OsN22RS2_02T0363300.1	840	742	822	LOC_Os06g44000.1	552	261	351	4	7,8,14,43,	742,749,764,779,	261,269,294,308,
71	1	0	0	2	8	2	18	+	OsN22RS2_02T0363300.1	840	742	822	LOC_Os06g44000	552	261	351	4	7,8,14,43,	742,749,764,779,	261,269,294,308,
527	0	0	0	0	0	0	0	+	OsN22RS2_02T0363300.1	840	0	527	LOC_Os02g37180.1	531	0	527	1	527,	0,	0,
527	0	0	0	0	0	0	0	+	OsN22RS2_02T0363300.1	840	0	527	LOC_Os02g37180	531	0	527	1	527,	0,	0,
290	5	0	0	1	2	2	42	+	OsN22RS2_02T0363300.1	840	527	824	LOC_Os02g37170.1	435	97	434	4	102,11,47,135,	527,629,640,689,	97,215,252,299,
290	5	0	0	1	2	2	42	+	OsN22RS2_02T0363300.1	840	527	824	LOC_Os02g37170	435	97	434	4	102,11,47,135,	527,629,640,689,	97,215,252,299,
257	15	0	0	4	25	7	68	-	OsN22RS2_02T0363300.1	840	527	824	LOC_Os03g04195.1	3507	2070	2410	8	60,71,8,5,3,34,69,22,	16,81,152,160,165,169,207,291,	2070,2134,2211,2221,2251,2260,2295,2388,
257	15	0	0	4	25	7	68	-	OsN22RS2_02T0363300.1	840	527	824	LOC_Os03g04195	3507	2070	2410	8	60,71,8,5,3,34,69,22,	16,81,152,160,165,169,207,291,	2070,2134,2211,2221,2251,2260,2295,2388,
342	0	0	0	0	0	0	0	+	OsN22RS2_02T0150600.1	342	0	342	LOC_Os02g37190.1	778	92	434	1	342,	0,	92,
342	0	0	0	0	0	0	0	+	OsN22RS2_02T0150600.1	342	0	342	LOC_Os02g37190	778	92	434	1	342,	0,	92,
332	1	0	0	0	0	0	0	+	OsN22RS2_02T0150700.1	333	0	333	LOC_Os02g37200.1	333	0	333	1	333,	0,	0,
332	1	0	0	0	0	0	0	+	OsN22RS2_02T0150700.1	333	0	333	LOC_Os02g37200	333	0	333	1	333,	0,	0,
156	1	0	0	0	0	0	0	+	OsN22RS2_02T0363500.1	708	419	576	LOC_Os02g37230.1	2007	1787	1944	1	157,	419,	1787,
156	1	0	0	0	0	0	0	+	OsN22RS2_02T0363500.1	708	419	576	LOC_Os02g37230	2007	1787	1944	1	157,	419,	1787,
225	1	0	0	0	0	1	1	+	OsN22RS2_02T0363500.1	708	196	422	LOC_Os02g37210.1	231	0	227	2	32,194,	196,228,	0,33,
225	1	0	0	0	0	1	1	+	OsN22RS2_02T0363500.1	708	196	422	LOC_Os02g37210	231	0	227	2	32,194,	196,228,	0,33,
214	1	0	0	1	8	1	26	-	OsN22RS2_02T0363400.1	555	0	223	LOC_Os02g37230.1	2007	1736	1977	2	54,161,	332,394,	1736,1816,
214	1	0	0	1	8	1	26	-	OsN22RS2_02T0363400.1	555	0	223	LOC_Os02g37230	2007	1736	1977	2	54,161,	332,394,	1736,1816,
229	1	0	0	0	0	1	1	-	OsN22RS2_02T0363400.1	555	261	491	LOC_Os02g37210.1	231	0	231	2	32,198,	64,96,	0,33,
229	1	0	0	0	0	1	1	-	OsN22RS2_02T0363400.1	555	261	491	LOC_Os02g37210	231	0	231	2	32,198,	64,96,	0,33,
180	11	0	0	3	19	4	31	+	OsN22RS2_02T0150800.1	210	0	210	LOC_Os02g37260.1	222	0	222	6	83,4,42,6,29,27,	0,83,87,132,144,183,	0,86,105,147,159,195,
180	11	0	0	3	19	4	31	+	OsN22RS2_02T0150800.1	210	0	210	LOC_Os02g37260	222	0	222	6	83,4,42,6,29,27,	0,83,87,132,144,183,	0,86,105,147,159,195,
209	1	0	0	0	0	0	0	+	OsN22RS2_02T0150800.1	210	0	210	LOC_Os02g37250.1	210	0	210	1	210,	0,	0,
209	1	0	0	0	0	0	0	+	OsN22RS2_02T0150800.1	210	0	210	LOC_Os02g37250	210	0	210	1	210,	0,	0,
139	3	0	0	0	0	1	1	+	OsN22RS2_02T0363600.1	447	305	447	LOC_Os12g37310.1	465	179	322	2	124,18,	305,429,	179,304,
139	3	0	0	0	0	1	1	+	OsN22RS2_02T0363600.1	447	305	447	LOC_Os12g37310	465	179	322	2	124,18,	305,429,	179,304,
127	10	0	0	0	0	0	0	+	OsN22RS2_02T0363600.1	447	309	446	LOC_Os11g02778.1	2670	175	312	1	137,	309,	175,
127	10	0	0	0	0	0	0	+	OsN22RS2_02T0363600.1	447	309	446	LOC_Os11g02778	2670	175	312	1	137,	309,	175,
136	6	0	0	0	0	0	0	+	OsN22RS2_02T0363600.1	447	305	447	LOC_Os11g02490.1	762	594	736	1	142,	305,	594,
136	6	0	0	0	0	0	0	+	OsN22RS2_02T0363600.1	447	305	447	LOC_Os11g02490	762	594	736	1	142,	305,	594,
140	3	0	0	1	140	1	167	+	OsN22RS2_02T0363600.1	447	110	393	LOC_Os08g06300.1	378	68	378	2	55,88,	110,305,	68,290,
140	3	0	0	1	140	1	167	+	OsN22RS2_02T0363600.1	447	110	393	LOC_Os08g06300	378	68	378	2	55,88,	110,305,	68,290,
138	4	0	0	0	0	1	1	+	OsN22RS2_02T0363600.1	447	305	447	LOC_Os07g09930.1	306	137	280	2	128,14,	305,433,	137,266,
138	4	0	0	0	0	1	1	+	OsN22RS2_02T0363600.1	447	305	447	LOC_Os07g09930	306	137	280	2	128,14,	305,433,	137,266,
136	5	0	0	0	0	0	0	+	OsN22RS2_02T0363600.1	447	305	446	LOC_Os07g03570.1	579	437	578	1	141,	305,	437,
